location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
113.663403,22.929789	厚街镇康乐南路112号康华城1-2层	东莞市	东莞市	B030104UB9	[]	星巴克咖啡(东莞厚街康乐南店)	广东省	0769-85986863	餐饮服务;咖啡厅;星巴克咖啡	050501	113.663403	22.929789	440000	广东省	星巴克
113.924649,22.505861	南海大道2088号信和购物广场1F层	南山区	深圳市	B02F38IQDL	[]	星巴克咖啡(信和购物广场)	广东省	0755-86339425	餐饮服务;咖啡厅;星巴克咖啡	050501	113.924649	22.505861	440000	广东省	星巴克
113.552314,22.222506	拱北迎宾南路1081号中珠大厦1楼(近华润万家)	香洲区	珠海市	B02F40OPU9	[]	星巴克咖啡(珠海中珠大厦店)	广东省	0756-8120552;0756-8120551	餐饮服务;咖啡厅;星巴克咖啡	050501	113.552314	22.222506	440000	广东省	星巴克
114.046414,22.602375	梅龙路2号星河COCOCity(上河坊购物广场斜对面)	龙华区	深圳市	B0FFH4ZBCV	[]	星巴克咖啡(COCOCity店)	广东省	[]	餐饮服务;咖啡厅;咖啡厅	050500	114.046414	22.602375	440000	广东省	星巴克
113.991937,22.522210	白石路东8号欢乐海岸椰林沙滩12号B	福田区	深圳市	B02F38THMV	[]	星巴克咖啡(深圳欢乐海岸店)	广东省	0755-86526359;0755-86578189	餐饮服务;咖啡厅;星巴克咖啡	050501	113.991937	22.522210	440000	广东省	星巴克
113.822508,22.809104	东门中路1号万达广场万达百货1层1057	东莞市	东莞市	B03018QZNL	[]	星巴克咖啡(长安万达广场店)	广东省	0769-83003293	餐饮服务;咖啡厅;星巴克咖啡	050501	113.822508	22.809104	440000	广东省	星巴克
113.253557,23.172215	远景路14号第一层101A单元	白云区	广州市	B0FFILMAWF	[]	星巴克咖啡(远景路店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.253557	23.172215	440000	广东省	星巴克
113.345107,23.125183	黄埔大道西666号联通大厦1层102单元	天河区	广州市	B00141JVRU	[]	星巴克咖啡(广州中国联通大厦店)	广东省	020-22088718	餐饮服务;咖啡厅;星巴克咖啡	050501	113.345107	23.125183	440000	广东省	星巴克
113.278713,23.091549	昌岗东路252号江南坊1楼美术学院南门对面马路	海珠区	广州市	B0FFHLAZU8	[]	星巴克咖啡(江南坊店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.278713	23.091549	440000	广东省	星巴克
113.916554,22.492114	南海大道1031号蛇口网谷万海大厦A座地上一层107单元	南山区	深圳市	B0FFI9NHP2	[]	星巴克咖啡(蛇口网谷店)	广东省	0755-21650400	餐饮服务;餐饮相关场所;餐饮相关	050000	113.916554	22.492114	440000	广东省	星巴克
114.020471,22.536841	香林路	福田区	深圳市	B0FFHGNLN6	[]	星巴克咖啡(东海滨纷店)	广东省	0755-82774602	餐饮服务;咖啡厅;星巴克咖啡	050501	114.020471	22.536841	440000	广东省	星巴克
113.306447,23.131368	东风东路836号东峻广场地上一层28-29号铺	越秀区	广州市	B0FFH9R9EX	[]	星巴克咖啡(东峻广场店)	广东省	020-28829730	餐饮服务;咖啡厅;星巴克咖啡	050501	113.306447	23.131368	440000	广东省	星巴克
113.114990,23.029672	祖庙路岭南天地1层	禅城区	佛山市	B0FFF5VLUF	[]	星巴克咖啡(佛山佛山岭南天地店)	广东省	0757-82030092	餐饮服务;咖啡厅;星巴克咖啡	050501	113.114990	23.029672	440000	广东省	星巴克
113.343835,23.123294	珠江新城马场路36号太阳新天地F2层	天河区	广州市	B0FFG93O9Q	[]	星巴克咖啡(太阳新天地店)	广东省	020-37887461	餐饮服务;咖啡厅;星巴克咖啡	050501	113.343835	23.123294	440000	广东省	星巴克
113.290906,23.092377	新港西路82号	海珠区	广州市	B0FFF00PW0	[]	星巴克咖啡(新港82分店)	广东省	020-34397762;020-34397912	餐饮服务;咖啡厅;星巴克咖啡	050501	113.290906	23.092377	440000	广东省	星巴克
113.119834,23.038211	东方广场蓝宝石城首层(吉之岛侧门斜对面(吉之岛)	禅城区	佛山市	B0FFG9OQZQ	[]	星巴克咖啡(东方广场店)	广东省	0757-82968160	餐饮服务;咖啡厅;星巴克咖啡	050501	113.119834	23.038211	440000	广东省	星巴克
114.228959,22.690943	爱南路666号星河时代coco park1层38-39号	龙岗区	深圳市	B02F38N25T	[]	星巴克咖啡(COCO Park)	广东省	0755-89239037;0755-89239041	餐饮服务;咖啡厅;星巴克咖啡	050501	114.228959	22.690943	440000	广东省	星巴克
114.049208,22.695212	工业大道与大和路交会处中航格澜郡A栋天虹商场1F层	龙华区	深圳市	B0FFHXPULO	[]	星巴克咖啡(观澜天虹店)	广东省	0755-29085641	餐饮服务;咖啡厅;星巴克咖啡	050501	114.049208	22.695212	440000	广东省	星巴克
114.053370,22.520865	石厦北二街89号新港商城1层127A	福田区	深圳市	B0FFFT0T58	[]	星巴克咖啡(深圳新港广场分店)	广东省	0755-23617186	餐饮服务;咖啡厅;星巴克咖啡	050501	114.053370	22.520865	440000	广东省	星巴克
114.025580,22.538072	香林路东海花园福禄居4号商店1层商场G18A号	福田区	深圳市	B02F38K9EG	[]	星巴克咖啡(深圳东海坊分店)	广东省	0755-83582763	餐饮服务;咖啡厅;星巴克咖啡	050501	114.025580	22.538072	440000	广东省	星巴克
113.238717,23.102096	长堤街111号立白国际商务中心零售商区北裙楼首层103-104铺	荔湾区	广州市	B0FFHCPULD	[]	星巴克咖啡(立白中心店)	广东省	020-81224416	餐饮服务;咖啡厅;星巴克咖啡	050501	113.238717	23.102096	440000	广东省	星巴克
113.325320,23.142208	天河北路233号中天购物城F2层214-215B	天河区	广州市	B0FFFDBL8G	[]	星巴克咖啡(中天购物城)	广东省	020-38772237;020-38912441	餐饮服务;咖啡厅;星巴克咖啡	050501	113.325320	23.142208	440000	广东省	星巴克
113.270635,23.104865	江南大道中79号盘丰广场一层110号铺位	海珠区	广州市	B0FFHIFGH4	[]	星巴克咖啡(盘丰广场店)	广东省	020-89627425	餐饮服务;咖啡厅;星巴克咖啡	050501	113.270635	23.104865	440000	广东省	星巴克
113.271512,22.760717	天佑城1层	顺德区	佛山市	B0FFFO688V	[]	星巴克咖啡(天佑城店)	广东省	0757-29218012	餐饮服务;咖啡厅;星巴克咖啡	050501	113.271512	22.760717	440000	广东省	星巴克
114.072871,22.617063	万科里购物中心	龙岗区	深圳市	B0FFHD4JJY	[]	星巴克咖啡(坂田第五园店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.072871	22.617063	440000	广东省	星巴克
114.039192,22.560465	梅林路佐阾虹湾一层	福田区	深圳市	B0FFHUFXUS	[]	星巴克咖啡(绿景虹湾店)	广东省	[]	餐饮服务;咖啡厅;咖啡厅	050500	114.039192	22.560465	440000	广东省	星巴克
113.947124,22.680192	官田社区宝石东路宏发世纪城一期星城购物中心	宝安区	深圳市	B0FFHJFTSK	[]	星巴克咖啡(石岩星城店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.947124	22.680192	440000	广东省	星巴克
113.916944,22.485739	兴华路6-12号南海意库1栋102B	南山区	深圳市	B02F37V2JJ	[]	星巴克咖啡(深圳南海意库店)	广东省	0755-26859932	餐饮服务;咖啡厅;星巴克咖啡	050501	113.916944	22.485739	440000	广东省	星巴克
113.579572,22.275606	凤凰南路1088号扬名广场2期1层	香洲区	珠海市	B0FFFP6LCP	[]	星巴克咖啡(扬名广场店)	广东省	0756-6129013;0756-6129011;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.579572	22.275606	440000	广东省	星巴克
113.325918,23.144613	林和中路136号天誉花园二期101铺自编A3-4单元	天河区	广州市	B0FFGXP5YP	[]	星巴克咖啡(天誉花园店)	广东省	020-38853579;020-62886033	餐饮服务;咖啡厅;星巴克咖啡	050501	113.325918	23.144613	440000	广东省	星巴克
114.065422,22.532238	福华三路15-17号卓越世纪中心1层L102	福田区	深圳市	B02F38JCJV	[]	星巴克咖啡(卓越INTOWN购物中心)	广东省	0755-83252492;0755-82525374	餐饮服务;咖啡厅;星巴克咖啡	050501	114.065422	22.532238	440000	广东省	星巴克
113.269131,23.202798	黄石东路88号白云汇广场1层	白云区	广州市	B0FFIAPZ5H	[]	星巴克咖啡(白云汇广场)	广东省	[]	餐饮服务;咖啡厅;星巴克咖啡	050501	113.269131	23.202798	440000	广东省	星巴克
114.106840,22.542876	深南东路5016号京基100大厦A座1层101号	罗湖区	深圳市	B0FFG8V7LA	[]	星巴克咖啡(深圳京基100大厦分店)	广东省	0755-22274074;0755-22275225	餐饮服务;咖啡厅;星巴克咖啡	050501	114.106840	22.542876	440000	广东省	星巴克
113.384074,22.512569	中山三路16号利和广场2层201C号	中山市	中山市	B0FFFFO7UZ	[]	星巴克咖啡(中山利和广场分店)	广东省	0760-88267012	餐饮服务;咖啡厅;星巴克咖啡	050501	113.384074	22.512569	440000	广东省	星巴克
113.887211,22.553467	创业二路与新湖路交汇西南处壹方城L2层089	宝安区	深圳市	B0FFIOV8BN	[]	星巴克咖啡(宝安壹方城1店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.887211	22.553467	440000	广东省	星巴克
113.381715,22.532241	大信南路2号大信新都汇1层	中山市	中山市	B0FFFFO810	[]	星巴克咖啡(石岐大信新都汇店)	广东省	0760-88963261	餐饮服务;咖啡厅;星巴克咖啡	050501	113.381715	22.532241	440000	广东省	星巴克
113.530311,22.212157	昌盛路376号华发世纪城酒吧街B1号	香洲区	珠海市	B02F40OQG5	[]	星巴克咖啡(珠海华发世纪城店)	广东省	0756-8937118	餐饮服务;咖啡厅;星巴克咖啡	050501	113.530311	22.212157	440000	广东省	星巴克
114.055528,22.618991	民康路1号8号仓奥特莱斯F1层	龙华区	深圳市	B0FFG3DIWC	[]	星巴克咖啡(深圳8号仓分店)	广东省	0755-61822927	餐饮服务;咖啡厅;星巴克咖啡	050501	114.055528	22.618991	440000	广东省	星巴克
113.113442,23.026652	建新路111号铂顿城F1层	禅城区	佛山市	B0FFF008PH	[]	星巴克咖啡(佛山铂顿店)	广东省	0757-82902462;0757-82900402	餐饮服务;咖啡厅;星巴克咖啡	050501	113.113442	23.026652	440000	广东省	星巴克
114.123939,22.537113	春风路3023号庐山大厦A座101单元	罗湖区	深圳市	B0FFFGLWK6	[]	星巴克咖啡(深圳庐山酒店分店)	广东省	0755-82328930;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.123939	22.537113	440000	广东省	星巴克
113.335427,23.141296	天河北路476号希尔顿阳光酒店1层A号	天河区	广州市	B00140UEWN	[]	星巴克咖啡(广州天河北龙口店)	广东省	020-87518419	餐饮服务;咖啡厅;星巴克咖啡	050501	113.335427	23.141296	440000	广东省	星巴克
113.938359,22.517044	后海滨路保利文化广场A区3层A3-06室	南山区	深圳市	B0FFH06R5C	[]	星巴克咖啡(深圳保利文化广场)	广东省	0755-86287001;0755-86287080	餐饮服务;咖啡厅;星巴克咖啡	050501	113.938359	22.517044	440000	广东省	星巴克
114.023690,22.534783	丰盛町地下阳光街B区B1层B009-011号	福田区	深圳市	B02F38KTA6	[]	星巴克咖啡(深圳丰盛町店)	广东省	0755-82774602	餐饮服务;咖啡厅;星巴克咖啡	050501	114.023690	22.534783	440000	广东省	星巴克
114.088375,22.541975	深南中路和华发路交汇处中电广场大厦第一层的DF1-N001单元	福田区	深圳市	B0FFI9NPMK	[]	星巴克咖啡(电子科技大厦店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.088375	22.541975	440000	广东省	星巴克
113.269730,23.180485	云城西路888号凯德广场云尚F1层L1-008	白云区	广州市	B0FFHYJ6HY	[]	星巴克咖啡(凯德广场云尚)	广东省	020-87486382;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.269730	23.180485	440000	广东省	星巴克
113.932905,22.541469	科研路9号比克大厦1层101-A单元	南山区	深圳市	B0FFFFY2MD	[]	星巴克咖啡(深圳比克大厦分店)	广东省	0755-86560250	餐饮服务;咖啡厅;星巴克咖啡	050501	113.932905	22.541469	440000	广东省	星巴克
114.053189,22.534344	福华三路星河苏活购物公园1层L1S-001号	福田区	深圳市	B0FFF6XCT6	[]	星巴克咖啡(星河苏活购物公园店)	广东省	0755-88313819;0755-88313810;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.053189	22.534344	440000	广东省	星巴克
113.280446,23.138983	环市东路329号新粤新酒店1层东侧1号	越秀区	广州市	B00141USVK	[]	星巴克咖啡(新粤新店)	广东省	020-83590832	餐饮服务;咖啡厅;星巴克咖啡	050501	113.280446	23.138983	440000	广东省	星巴克
113.800647,22.730945	沙井街道新沙路与西环路交界处新沙天虹购物中心第一层115单元和第二层225单元	宝安区	深圳市	B0FFHU64QR	[]	星巴克咖啡(新沙天虹店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	113.800647	22.730945	440000	广东省	星巴克
113.275652,23.089083	昌岗中路188号海珠·合生生活天地F1层	海珠区	广州市	B0FFGDZQ3B	[]	星巴克咖啡(海珠·合生生活天地)	广东省	020-89114513	餐饮服务;咖啡厅;星巴克咖啡	050501	113.275652	23.089083	440000	广东省	星巴克
114.013718,22.914849	黄江镇环城路101号天虹商场F1层	东莞市	东莞市	B0FFHF7XIS	[]	星巴克咖啡(天虹商场)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.013718	22.914849	440000	广东省	星巴克
113.273695,23.095249	江南西路11号富力海珠城F1	海珠区	广州市	B0FFG1V1KI	[]	星巴克咖啡(富力海珠城店)	广东省	020-34003826	餐饮服务;咖啡厅;咖啡厅	050500	113.273695	23.095249	440000	广东省	星巴克
113.344043,23.172027	天源路5号,地上第一层的L149单元与地上第二层的L240单元	天河区	广州市	B0FFI5J5DH	[]	星巴克咖啡(天河新天地广场店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	113.344043	23.172027	440000	广东省	星巴克
113.893743,22.578773	前进路34-2区黄金台商业大厦1层L1100号	宝安区	深圳市	B0FFGIQRG4	[]	星巴克咖啡(前进天虹店)	广东省	0755-23109672	餐饮服务;咖啡厅;星巴克咖啡	050501	113.893743	22.578773	440000	广东省	星巴克
113.520920,22.240721	明珠南路1101号一层F111号铺	香洲区	珠海市	B0FFHIO358	[]	星巴克咖啡(诚丰广场店)	广东省	4008206998	餐饮服务;咖啡厅;咖啡厅	050500	113.520920	22.240721	440000	广东省	星巴克
114.059988,22.569851	中康路128号卓悦汇购物中心1层	福田区	深圳市	B0FFHFDGY5	[]	星巴克咖啡(梅林卓越汇店)	广东省	0755-82563481;0755-82569312	餐饮服务;咖啡厅;星巴克咖啡	050501	114.059988	22.569851	440000	广东省	星巴克
113.229882,22.686563	小榄镇北区北秀路43号百汇时代广场1号楼一层4号	中山市	中山市	B0FFGF49JD	[]	星巴克咖啡(小榄百汇时代广场店)	广东省	0760-86171283	餐饮服务;咖啡厅;星巴克咖啡	050501	113.229882	22.686563	440000	广东省	星巴克
110.365798,21.267138	中山一路二号湛江世贸大厦一层的1F-2及1F-3单元	赤坎区	湛江市	B0FFGD62L2	[]	星巴克咖啡(世贸店)	广东省	0759-2211770	餐饮服务;咖啡厅;咖啡厅	050500	110.365798	21.267138	440000	广东省	星巴克
113.272094,23.123405	文德北路68号东方文德广场1层	越秀区	广州市	B0FFHFHR7E	[]	星巴克咖啡(东方文德广场店)	广东省	020-83064438	餐饮服务;咖啡厅;星巴克咖啡	050501	113.272094	23.123405	440000	广东省	星巴克
114.101814,22.552500	园岭五街1号园东花园裙楼1层	福田区	深圳市	B0FFGISMX0	[]	星巴克咖啡(深圳市园岭分店)	广东省	0755-22211572;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.101814	22.552500	440000	广东省	星巴克
114.021388,22.628022	人民路与腾龙路交汇处中航天逸九方购物中心1层	龙华区	深圳市	B0FFFFPUPH	[]	星巴克咖啡(深圳龙华九方分店)	广东省	0755-23022726	餐饮服务;咖啡厅;星巴克咖啡	050501	114.021388	22.628022	440000	广东省	星巴克
113.324520,23.116997	珠江西路89号花城汇3区B1层3001-A02	天河区	广州市	B0FFFGVOIG	[]	星巴克咖啡(广州花城汇3区分店)	广东省	020-38325921;020-38325601	餐饮服务;咖啡厅;星巴克咖啡	050501	113.324520	23.116997	440000	广东省	星巴克
113.851803,22.763593	松岗街道楼岗大道1号宝利豪庭三区1层	宝安区	深圳市	B0FFF01NNJ	[]	星巴克咖啡(松岗天虹店)	广东省	0755-29549989	餐饮服务;咖啡厅;星巴克咖啡	050501	113.851803	22.763593	440000	广东省	星巴克
112.471701,23.055612	端州四路星湖国际广场1层	端州区	肇庆市	B0FFGT96CY	[]	星巴克咖啡(星湖国际店)	广东省	0758-2576550	餐饮服务;咖啡厅;咖啡厅	050500	112.471701	23.055612	440000	广东省	星巴克
113.107513,23.011424	季华五路12号新城市商业广场首层F1F0022单元(沃尔玛旁)	禅城区	佛山市	B0FFFQ0894	[]	星巴克咖啡(佛山季华园店)	广东省	0757-83300852	餐饮服务;咖啡厅;星巴克咖啡	050501	113.107513	23.011424	440000	广东省	星巴克
113.154754,23.036366	桂城街道桂澜中路23号南海万科广场F1层	南海区	佛山市	B0FFG0ZBZU	[]	星巴克咖啡(南海万科广场)	广东省	0757-86082287;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.154754	23.036366	440000	广东省	星巴克
114.421543,23.083374	东湖一街1号东湖花园9号小区第一层L131单元	惠城区	惠州市	B0FFHCG72O	[]	星巴克咖啡(隆生广场店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.421543	23.083374	440000	广东省	星巴克
113.267633,23.173243	增城大道69号万达广场1楼1038室	白云区	广州市	B00141PG9Z	[]	星巴克咖啡(万达广场)	广东省	020-36689732;020-36689132	餐饮服务;咖啡厅;星巴克咖啡	050501	113.267633	23.173243	440000	广东省	星巴克
113.313006,23.103302	滨江东路968-974号柏丽广场1层101单元106号	海珠区	广州市	B0FFFAF01C	[]	星巴克咖啡(广州铂丽廊广场分店)	广东省	020-84229347	餐饮服务;咖啡厅;星巴克咖啡	050501	113.313006	23.103302	440000	广东省	星巴克
113.906565,22.571416	创业二路89号中洲·πmallA区1层L106商铺	宝安区	深圳市	B0FFHCHMRK	[]	星巴克咖啡(中洲购物中心店)	广东省	0755-66826275	餐饮服务;咖啡厅;星巴克咖啡	050501	113.906565	22.571416	440000	广东省	星巴克
113.262739,23.131280	东风中路268号广州交易广场一层108A,108B,109号铺	越秀区	广州市	B0FFHO12OV	[]	星巴克咖啡(广州交易广场店)	广东省	4008206998	餐饮服务;咖啡厅;咖啡厅	050500	113.262739	23.131280	440000	广东省	星巴克
113.946629,22.545924	科苑路8号讯美科技广场3栋1层01号铺	南山区	深圳市	B0FFIBGHOD	[]	星巴克咖啡(讯美科技广场店)	广东省	0755-26921403;4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	113.946629	22.545924	440000	广东省	星巴克
114.308778,22.599012	怀渡街2-111奥特莱斯F1层2F01	盐田区	深圳市	B0FFFTA95Z	[]	星巴克咖啡(奥特莱斯)	广东省	0755-82630545	餐饮服务;咖啡厅;星巴克咖啡	050501	114.308778	22.599012	440000	广东省	星巴克
114.137748,22.612368	布吉街道大芬社区龙岗大道(布吉段)2504号01层自编1-3号商铺	龙岗区	深圳市	B0FFH4B7ZJ	[]	星巴克咖啡(星都豪庭店)	广东省	0755-28218036	餐饮服务;咖啡厅;星巴克咖啡	050501	114.137748	22.612368	440000	广东省	星巴克
113.142215,23.031392	南海大道北与南桂东路交汇处越秀悦汇天地1层	南海区	佛山市	B0FFH2JUI7	[]	星巴克咖啡(越秀悦汇天地店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	113.142215	23.031392	440000	广东省	星巴克
113.925336,22.511931	南海大道2163号来福士广场1-2层	南山区	深圳市	B0FFHWDRW4	[]	星巴克咖啡(来福士广场店)	广东省	4008206998	餐饮服务;咖啡厅;咖啡厅	050500	113.925336	22.511931	440000	广东省	星巴克
113.805716,22.678678	福永街道宝安大道6259号同泰时代广场首层L1-44、45号铺	宝安区	深圳市	B0FFI0OI0S	[]	星巴克咖啡(同泰时代广场店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	113.805716	22.678678	440000	广东省	星巴克
113.864102,22.574815	西乡大道282附近(天虹购物中心1层)	宝安区	深圳市	B02F38SUNV	[]	星巴克咖啡(天虹商场)	广东省	0755-23701360;0755-23701361	餐饮服务;咖啡厅;星巴克咖啡	050501	113.864102	22.574815	440000	广东省	星巴克
114.127703,22.569230	水贝一路金展珠宝广场地上一层001单元	罗湖区	深圳市	B0FFHY82WO	[]	星巴克咖啡(水贝金展广场店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.127703	22.569230	440000	广东省	星巴克
113.206796,23.173904	里广路2号山海汇花园11号楼地上一层101室及二层201室	南海区	佛山市	B0FFHF39U1	[]	星巴克咖啡(山海名门店)	广东省	4008206998	餐饮服务;咖啡厅;咖啡厅	050500	113.206796	23.173904	440000	广东省	星巴克
113.935002,22.517415	文心五路33号海岸城购物中心4层432号	南山区	深圳市	B0FFFFACKG	[]	星巴克咖啡(深圳海岸城2店)	广东省	0755-86359295;0755-86359709	餐饮服务;咖啡厅;星巴克咖啡	050501	113.935002	22.517415	440000	广东省	星巴克
113.968728,22.530784	白石路168号京基百纳广场(南山店)L1层L1-05A	南山区	深圳市	B02F37V2MX	[]	星巴克咖啡(京基百纳广场南山店)	广东省	0755-86283673	餐饮服务;咖啡厅;星巴克咖啡	050501	113.968728	22.530784	440000	广东省	星巴克
113.219260,22.930844	北滘镇君兰社居民委员会人昌路3号地上一层1033-1035号	顺德区	佛山市	B0FFHWAHH2	[]	星巴克咖啡(美的店)	广东省	4008206998	餐饮服务;咖啡厅;咖啡厅	050500	113.219260	22.930844	440000	广东省	星巴克
114.131143,22.607187	龙岗大道(布吉段)2288号佳兆业新都汇家园第一层的L116,L117,L118单元	龙岗区	深圳市	B0FFHRFIGI	[]	星巴克咖啡(布吉佳兆业店)	广东省	4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.131143	22.607187	440000	广东省	星巴克
114.008899,22.783134	观澜湖高尔夫球会东莞会所	东莞市	东莞市	B0FFFRC066	[]	星巴克咖啡(东莞观澜湖高尔夫分店)	广东省	0769-82129743	餐饮服务;咖啡厅;星巴克咖啡	050501	114.008899	22.783134	440000	广东省	星巴克
116.746352,23.358762	黄山路16号F16购物中心地上一层L103单元	龙湖区	汕头市	B0FFI0AOMC	[]	星巴克咖啡(F16购物中心店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	116.746352	23.358762	440000	广东省	星巴克
113.905651,22.558808	建安一路99号海雅缤纷城B1层B1-004	宝安区	深圳市	B0FFF00UOE	[]	星巴克咖啡(海雅缤纷城店)	广东省	0755-23577123	餐饮服务;咖啡厅;星巴克咖啡	050501	113.905651	22.558808	440000	广东省	星巴克
113.287234,23.137823	环市东路369号友谊商店北馆1层	越秀区	广州市	B0FFI3DQA8	[]	星巴克咖啡(友谊商店店)	广东省	[]	餐饮服务;餐饮相关场所;餐饮相关	050000	113.287234	23.137823	440000	广东省	星巴克
114.136632,22.682669	平湖社区富安街100号熙璟城购物中心B001	龙岗区	深圳市	B0FFG82I33	[]	星巴克咖啡(深圳熙璟城分店)	广东省	4008206998;0755-28344162	餐饮服务;咖啡厅;星巴克咖啡	050501	114.136632	22.682669	440000	广东省	星巴克
113.015844,22.969214	南庄镇南庄二马路89号吉利购物广场F1层	禅城区	佛山市	B0FFG62H0A	[]	星巴克咖啡(佛山吉利购物广场店)	广东省	0757-83552735	餐饮服务;咖啡厅;星巴克咖啡	050501	113.015844	22.969214	440000	广东省	星巴克
113.564997,22.278497	紫荆路301号珠海茂业百货第一层的126单元	香洲区	珠海市	B0FFHQL8S7	[]	星巴克咖啡(珠海茂业百货店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	113.564997	22.278497	440000	广东省	星巴克
113.870746,23.107865	石龙镇中山东社区东升路18号聚龙汇星商业中心2-122、2-218	东莞市	东莞市	B0FFHP2ABH	[]	星巴克咖啡(石龙汇星店)	广东省	0769-81733562	餐饮服务;咖啡厅;咖啡厅	050500	113.870746	23.107865	440000	广东省	星巴克
113.228172,23.005390	桂城街道疏港路28号佛罗伦萨小镇2层G25	南海区	佛山市	B0FFGEFN66	[]	星巴克咖啡(罗伦萨小镇店)	广东省	0757-81251428	餐饮服务;咖啡厅;星巴克咖啡	050501	113.228172	23.005390	440000	广东省	星巴克
113.944544,22.581082	留仙大道天悦湾花园1层	南山区	深圳市	B0FFGT44WR	[]	星巴克咖啡(留仙洞地铁站店)	广东省	0755-26656376	餐饮服务;咖啡厅;星巴克咖啡	050501	113.944544	22.581082	440000	广东省	星巴克
113.327657,23.100309	赤岗北路18号四季天地1层A07单元	海珠区	广州市	B00141R9MN	[]	星巴克咖啡(赤岗北路店)	广东省	020-89443407	餐饮服务;咖啡厅;星巴克咖啡	050501	113.327657	23.100309	440000	广东省	星巴克
114.459091,22.791993	淡水街道办事处人民四路35号高地花园裙楼T101单元	惠阳区	惠州市	B02F00RR60	[]	星巴克咖啡(惠阳永旺店)	广东省	0752-3916892	餐饮服务;咖啡厅;星巴克咖啡	050501	114.459091	22.791993	440000	广东省	星巴克
114.130331,22.550460	文锦中路2号名都大厦B座	罗湖区	深圳市	B0FFFQ2MFX	[]	星巴克咖啡(深圳昇逸酒店分店)	广东省	0755-25855063;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.130331	22.550460	440000	广东省	星巴克
112.976272,22.775215	人民东路鹤山广场1009,1010,1054,1055单元	鹤山市	江门市	B0FFHSSHTF	[]	星巴克咖啡(鹤山广场店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	112.976272	22.775215	440000	广东省	星巴克
114.068998,22.660029	雪岗北路(天安云谷内)	龙岗区	深圳市	B0FFGIKOOW	[]	星巴克咖啡(坂田天安云谷店)	广东省	0755-28220548;4008206998	餐饮服务;咖啡厅;星巴克咖啡	050501	114.068998	22.660029	440000	广东省	星巴克
114.034970,22.645019	龙华街道人民北路旁鸿荣源壹方天地购物中心E区第一层的L1-011、L1-012单元和第	龙华区	深圳市	B0FFI90P0S	[]	星巴克咖啡(龙华壹方天地店)	广东省	4008206998	餐饮服务;餐饮相关场所;餐饮相关	050000	114.034970	22.645019	440000	广东省	星巴克
114.030508,22.626038	梅龙路绿景公馆1866花园1层	龙华区	深圳市	B0FFG9KFP3	[]	星巴克咖啡(龙华左邻荟分店)	广东省	0755-23771783	餐饮服务;咖啡厅;星巴克咖啡	050501	114.030508	22.626038	440000	广东省	星巴克
113.156569,23.044050	桂澜中路18号环宇城地上层L123铺	南海区	佛山市	B0FFH4Y7OJ	[]	星巴克咖啡(中海环宇城店)	广东省	0757-81236030	餐饮服务;咖啡厅;星巴克咖啡	050501	113.156569	23.044050	440000	广东省	星巴克
113.424874,23.112503	M+Park漫广场	天河区	广州市	B0FFIBHTLJ	[]	星巴克咖啡(M+Park漫广场)	广东省	[]	餐饮服务;咖啡厅;星巴克咖啡	050501	113.424874	23.112503	440000	广东省	星巴克
110.405398,21.197120	人民大道南53号湛江国贸大厦地上一层1F-3单元	霞山区	湛江市	B0FFGJ7JBI	[]	星巴克咖啡(国贸大厦店)	广东省	0759-2276776	餐饮服务;咖啡厅;星巴克咖啡	050501	110.405398	21.197120	440000	广东省	星巴克
